t,t_wall,ax,ay,gravity,gx,gy,psi_dot,delta_dot,t_rel,steer_input,direction,rep,ay_target,swa_calib_deg
428.92615197971463,1781612081.8854725,1.9099777936935425,1.5803208351135254,9.810301780700684,0.0005212530959397554,0.00012529011291917413,0.08430119603872299,0.0,0.89,0.20262,left,1,2.0,7.092
428.9361519794911,1781612081.89597,1.9088702201843262,1.6060107946395874,9.810391426086426,-7.615028880536556e-05,0.00011760561028495431,0.08482914417982101,0.0,0.9,0.20262,left,1,2.0,7.092
428.9461519792676,1781612081.9064884,1.9066191911697388,1.631508231163025,9.810579299926758,-0.0004998468793928623,0.0001086274569388479,0.08530084788799286,0.0,0.91,0.20262,left,1,2.0,7.092
428.9561519790441,1781612081.9169939,1.904961347579956,1.6523317098617554,9.810606956481934,-0.0007423345232382417,9.925998892867938e-05,0.08572359383106232,0.0,0.92,0.20262,left,1,2.0,7.092
428.96615197882056,1781612081.9274983,1.9040076732635498,1.669806718826294,9.810713768005371,-0.0008144789026118815,9.044462785823271e-05,0.08610402792692184,0.0,0.93,0.20262,left,1,2.0,7.092
428.97615197859704,1781612081.937014,1.9008495807647705,1.6878488063812256,9.810699462890625,-0.0007432260317727923,8.287728269351646e-05,0.08644746243953705,0.0,0.9400000000000001,0.20262,left,1,2.0,7.092
428.9861519783735,1781612081.9481902,1.9001786708831787,1.6990516185760498,9.810633659362793,-0.0005641503958031535,7.706371980020776e-05,0.08675875514745712,0.0,0.9500000000000001,0.20262,left,1,2.0,7.092
428.99615197815,1781612081.958228,1.8982726335525513,1.7105916738510132,9.810550689697266,-0.0003179178456775844,7.361712778219953e-05,0.08704158663749695,0.0,0.96,0.20262,left,1,2.0,7.092
429.0061519779265,1781612081.967829,1.89608895778656,1.7202409505844116,9.81043815612793,-4.465034726308659e-05,7.254773663589731e-05,0.08729897439479828,0.0,0.97,0.20262,left,1,2.0,7.092
429.016151977703,1781612081.9783711,1.8943126201629639,1.7285383939743042,9.810295104980469,0.0002205165073974058,7.356409332714975e-05,0.08753352612257004,0.0,0.98,0.20262,left,1,2.0,7.092
429.02615197747946,1781612081.9890747,1.892584204673767,1.7348495721817017,9.810078620910645,0.0004483328084461391,7.63370844651945e-05,0.08774717897176743,0.0,0.99,0.20262,left,1,2.0,7.092
429.03615197725594,1781612081.9990864,1.890834927558899,1.7417545318603516,9.809977531433105,0.0006195744499564171,8.041391265578568e-05,0.08794163912534714,0.0,1.0,0.20262,left,1,2.0,7.092
429.0461519770324,1781612082.0093203,1.8896870613098145,1.7468032836914062,9.809864044189453,0.0007246958557516336,8.542733849026263e-05,0.08811835199594498,0.0,1.01,0.20262,left,1,2.0,7.092
429.0561519768089,1781612082.0193636,1.8871127367019653,1.7540947198867798,9.809696197509766,0.0007615391514264047,9.068234794540331e-05,0.08827871829271317,0.0,1.02,0.20262,left,1,2.0,7.092
429.0661519765854,1781612082.030269,1.885278582572937,1.759553074836731,9.809676170349121,0.0007359131705015898,9.592441347194836e-05,0.0884239450097084,0.0,1.03,0.20262,left,1,2.0,7.092
429.07615197636187,1781612082.0407631,1.8839211463928223,1.7660069465637207,9.809718132019043,0.0006595719023607671,0.00010080037463922054,0.08855525404214859,0.0,1.04,0.20262,left,1,2.0,7.092
429.08615197613835,1781612082.050272,1.8825664520263672,1.7711392641067505,9.809737205505371,0.000546903524082154,0.0001046968754963018,0.08867397904396057,0.0,1.05,0.20262,left,1,2.0,7.092
