t,t_wall,ax,ay,gravity,gx,gy,psi_dot,delta_dot,t_rel,steer_input,speed_kmh
743.1361449565738,1781612409.4909332,0.3797028660774231,0.002194788074120879,9.81060791015625,1.767823596310336e-05,0.00011558291589608416,3.086860306211747e-05,0.0,0.0,0.0,50.0
743.1461449563503,1781612409.501433,0.3968581259250641,0.023779593408107758,9.810503005981445,0.00014837113849353045,0.00011210610682610422,8.85506669874303e-05,2.0097727271907826,0.01,0.020097727271907825,50.0
743.1561449561268,1781612409.5115752,0.37361839413642883,0.0867546871304512,9.81055736541748,0.0005779063794761896,0.00010934576857835054,0.0002820201625581831,2.0046958668578134,0.02,0.04014468594048596,50.0
743.1661449559033,1781612409.5216222,0.3739283084869385,0.17804065346717834,9.810614585876465,0.0013995751505717635,0.00010778493015095592,0.0006858600536361337,1.9945549707816868,0.03,0.06009023564830283,50.0
743.1761449556798,1781612409.531689,0.3669615089893341,0.2658279836177826,9.810641288757324,0.002510378835722804,0.00010797181312227622,0.0014606468612328172,1.9793756557459983,0.04,0.07988399220576281,50.0
743.1861449554563,1781612409.5428016,0.3605605959892273,0.3779691159725189,9.810822486877441,0.0038992955815047026,0.00011143518349854276,0.002661295933648944,1.959196266017911,0.05,0.09947595486594192,50.0
743.1961449552327,1781612409.553099,0.35302644968032837,0.5010159015655518,9.81088638305664,0.005473451688885689,0.00011883120896527544,0.004366710782051086,1.9340677764872054,0.06,0.11881663263081398,50.0
743.2061449550092,1781612409.562605,0.34485629200935364,0.6341624855995178,9.811015129089355,0.007127642165869474,0.00013158998626749963,0.00664811534807086,1.9040536638992842,0.07,0.13785716926980682,50.0
743.2161449547857,1781612409.5731094,0.3351556956768036,0.7772443294525146,9.811065673828125,0.008759229443967342,0.00015064414765220135,0.009569432586431503,1.869229746507417,0.08,0.156549466734881,50.0
743.2261449545622,1781612409.5836275,0.32411524653434753,0.9310926198959351,9.811028480529785,0.010282299481332302,0.00017673408729024231,0.013187937438488007,1.8296839925492163,0.09,0.17484630666037315,50.0
743.2361449543387,1781612409.594068,0.3108019232749939,1.0981228351593018,9.810826301574707,0.01163296215236187,0.00021077068231534213,0.017555177211761475,1.7855162980312977,0.1,0.19270146964068613,50.0
743.2461449541152,1781612409.604576,0.29545313119888306,1.2742595672607422,9.810481071472168,0.01277200784534216,0.00025295079103671014,0.022717561572790146,1.7368382343832172,0.11,0.2100698519845183,50.0
743.2561449538916,1781612409.614677,0.27767619490623474,1.4647634029388428,9.810081481933594,0.013688548468053341,0.0003043042088393122,0.0287171620875597,1.6837727666184326,0.12,0.22690757965070263,50.0
743.2661449536681,1781612409.624731,0.2563880383968353,1.6679743528366089,9.809521675109863,0.014394820667803288,0.00036503473529592156,0.035592492669820786,1.626453942713954,0.13,0.24317211907784217,50.0
743.2761449534446,1781612409.635845,0.23213863372802734,1.8824045658111572,9.808820724487305,0.014919827692210674,0.0004354382981546223,0.04337863624095917,1.5650265549935565,0.14,0.25882238462777774,50.0
743.2861449532211,1781612409.64529,0.20317652821540833,2.1051158905029297,9.808187484741211,0.015267500653862953,0.0005168311181478202,0.05209243297576904,1.4996457743697733,0.15,0.27381884237147547,50.0
743.2961449529976,1781612409.655815,0.16969797015190125,2.0478572845458984,9.807818412780762,0.013922376558184624,0.0006090793176554143,0.06111963093280792,1.4304767583687317,0.16,0.2881236099551628,50.0
743.306144952774,1781612409.6662092,0.146828293800354,2.0231480598449707,9.805607795715332,0.01130643393844366,0.0006801157142035663,0.07026051729917526,1.3576942339278752,0.17,0.30170055229444154,50.0
743.3161449525505,1781612409.675715,0.12592937052249908,2.0556304454803467,9.803593635559082,0.008096760138869286,0.0007238501566462219,0.079449363052845,1.2814820560206053,0.18,0.3145153728546476,50.0
743.326144952327,1781612409.6860316,0.10649513453245163,2.1273562908172607,9.802412033081055,0.004847293253988028,0.0007393544656224549,0.08864732831716537,1.202032743222603,0.19,0.3265357002868736,50.0
743.3361449521035,1781612409.696547,0.08716122806072235,2.220156192779541,9.802145004272461,0.001959636341780424,0.0007281669531948864,0.09782662242650986,1.1195469913932443,0.2,0.33773117020080606,50.0
743.34614495188,1781612409.7070525,0.07216063886880875,2.313587188720703,9.802806854248047,-0.00031566614052280784,0.0006945431232452393,0.10696224123239517,1.0342331667004212,0.21,0.3480735018678103,50.0
743.3561449516565,1781612409.717067,0.054804131388664246,2.411449670791626,9.804167747497559,-0.001862775650806725,0.0006438355194404721,0.11602550745010376,0.9463067792695234,0.22,0.3575365696605055,50.0
743.366144951433,1781612409.7276306,0.043429553508758545,2.4915664196014404,9.805705070495605,-0.0026823710650205612,0.0005812132731080055,0.12498260289430618,0.8559899387861503,0.23,0.366096469048367,50.0
743.3761449512094,1781612409.7377186,0.030570320785045624,2.566436529159546,9.807212829589844,-0.0028601076919585466,0.0005118362023495138,0.13379336893558502,0.7635107934277796,0.24,0.3737315769826448,50.0
743.3861449509859,1781612409.7477667,0.023058120161294937,2.6217713356018066,9.808538436889648,-0.002537995344027877,0.0004401386249810457,0.14241355657577515,0.6691029535416615,0.25,0.3804226065180614,50.0
743.3961449507624,1781612409.758475,0.015049882233142853,2.6706790924072266,9.809085845947266,-0.0018867447506636381,0.00036981081939302385,0.15079446136951447,0.5730049015248151,0.26,0.3861526555333096,50.0
