t,t_wall,ax,ay,gravity,gx,gy,psi_dot,delta_dot,t_rel,v0_kmh
765.8432270530611,1781616414.1096127,-0.13167065382003784,0.021136634051799774,9.293179512023926,-0.0002850231248885393,-0.025072328746318817,0.0006132281851023436,0.0,0.0,30
765.8532270528376,1781616414.1191313,0.04868968203663826,0.01389379147440195,9.370067596435547,-0.00035964499693363905,-0.03464367613196373,0.00046918998123146594,0.0,0.01,30
765.8632270526141,1781616414.1326475,0.3455773890018463,0.010891618207097054,9.448380470275879,-0.00043222709791734815,-0.043458569794893265,0.00034394938847981393,0.0,0.02,30
765.8732270523906,1781616414.1421602,0.7639981508255005,0.006924327462911606,9.525415420532227,-0.0004954000469297171,-0.051656316965818405,0.000298340484732762,0.0,0.03,30
765.8832270521671,1781616414.152667,1.3031768798828125,0.007965798489749432,9.598967552185059,-0.0005421612877398729,-0.059381622821092606,0.00022563475067727268,0.0,0.04,30
765.8932270519435,1781616414.1611722,1.960700511932373,0.00943340640515089,9.667235374450684,-0.0005727459792979062,-0.06678061187267303,0.00011972757056355476,0.0,0.05,30
765.90322705172,1781616414.1726768,2.7401394844055176,0.01161096803843975,9.72895336151123,-0.0005880232201889157,-0.07399745285511017,-2.4956099878181703e-05,0.0,0.06,30
765.9132270514965,1781616414.1821818,3.6367347240448,0.01488347165286541,9.78322982788086,-0.0005891177570447326,-0.08117157220840454,-0.00021501031005755067,0.0,0.07,30
765.923227051273,1781616414.1906867,4.656857967376709,0.002044105436652899,9.829434394836426,-0.0006315323407761753,-0.08843455463647842,-0.0003969340759795159,0.0,0.08,30
765.9332270510495,1781616414.204017,5.793995380401611,-0.000494336592964828,9.867501258850098,-0.0006828223122283816,-0.09590835869312286,-0.0006086818757466972,0.0,0.09,30
765.943227050826,1781616414.2096593,5.796111106872559,0.0031376960687339306,10.010971069335938,-0.0006908626528456807,-0.10101371258497238,-0.0007632286287844181,0.0,0.1,30
765.9532270506024,1781616414.221824,5.7996745109558105,-0.0012322895927354693,10.130763053894043,-0.0006981804035604,-0.10386098921298981,-0.000882947351783514,0.0,0.11,30
765.9632270503789,1781616414.2313187,5.801815986633301,-0.001344494172371924,10.223976135253906,-0.0007018884643912315,-0.1045970618724823,-0.0009769287426024675,0.0,0.12,30
765.9732270501554,1781616414.2398233,5.807344436645508,-0.004698020406067371,10.288987159729004,-0.0007026108214631677,-0.10339808464050293,-0.0010511403670534492,0.0,0.13,30
765.9832270499319,1781616414.2503376,5.809232711791992,-0.0029933040495961905,10.325517654418945,-0.000701253185980022,-0.10046205669641495,-0.0011101453565061092,0.0,0.14,30
765.9932270497084,1781616414.2608426,5.814183235168457,-0.004852985497564077,10.33437442779541,-0.0006999163888394833,-0.09600213915109634,-0.0011575452517718077,0.0,0.15,30
766.0032270494848,1781616414.2711017,5.818544387817383,-0.006028043106198311,10.317380905151367,-0.0006998494500294328,-0.09024017304182053,-0.001195513759739697,0.0,0.16,30
766.0132270492613,1781616414.2826061,5.820844650268555,-0.004724258091300726,10.277145385742188,-0.0007018998148851097,-0.08340086042881012,-0.0012259619543328881,0.0,0.17,30
766.0232270490378,1781616414.2919047,5.825053691864014,-0.0060627516359090805,10.216917037963867,-0.0007068641716614366,-0.07570674270391464,-0.001250149798579514,0.0,0.18,30
766.0332270488143,1781616414.3014185,5.828812122344971,-0.00642109289765358,10.14042854309082,-0.0007144882110878825,-0.06737355142831802,-0.0012697346974164248,0.0,0.19,30
766.0432270485908,1781616414.311026,5.830484390258789,-0.005243224091827869,10.05166244506836,-0.000724259065464139,-0.05860656499862671,-0.0012857061810791492,0.0,0.2,30
766.0532270483673,1781616414.3230534,5.834245204925537,-0.00648206751793623,9.954668998718262,-0.0007355629350058734,-0.04959769546985626,-0.0012983039487153292,0.0,0.21,30
766.0632270481437,1781616414.3325653,5.835342884063721,-0.006304397247731686,9.85351276397705,-0.0007470569689758122,-0.04052305221557617,-0.0013082778314128518,0.0,0.22,30
766.0732270479202,1781616414.3455763,5.837443828582764,-0.005594685673713684,9.752073287963867,-0.0007570331217721105,-0.03154126927256584,-0.0013161960523575544,0.0,0.23,30
766.0832270476967,1781616414.3570902,5.839601516723633,-0.006918603554368019,9.653867721557617,-0.0007640833500772715,-0.02279270812869072,-0.0013219289248809218,0.0,0.24,30
766.0932270474732,1781616414.364082,5.841142177581787,-0.007134519051760435,9.562114715576172,-0.0007662096177227795,-0.01439867727458477,-0.001326373079791665,0.0,0.25,30
766.1032270472497,1781616414.3788602,5.841628551483154,-0.006459743250161409,9.479503631591797,-0.0007615218637511134,-0.006461594719439745,-0.0013292627409100533,0.0,0.26,30
766.1132270470262,1781616414.3883677,5.843100070953369,-0.007479524239897728,9.408244132995605,-0.000748448830563575,0.0009344525751657784,-0.001331469975411892,0.0,0.27,30
766.1232270468026,1781616414.399879,5.842350006103516,-0.006960243918001652,9.350027084350586,-0.0007255883538164198,0.007723440881818533,-0.0013325377367436886,0.0,0.28,30
766.1332270465791,1781616414.409855,5.843576431274414,-0.007812296971678734,9.305989265441895,-0.0006917674909345806,0.013855885714292526,-0.0013332440285012126,0.0,0.29,30
766.1432270463556,1781616414.4203594,5.781617164611816,-0.016826076433062553,9.283002853393555,-0.0006453624228015542,0.019431542605161667,-0.0011665032943710685,0.0,0.3,30
766.1532270461321,1781616414.4298642,5.6907477378845215,-0.004138958640396595,9.276429176330566,-0.0005680916365236044,0.024480845779180527,-0.0011676630238071084,0.0,0.31,30
766.1632270459086,1781616414.4413786,5.654515266418457,-0.005594277288764715,9.27648639678955,-0.0004864503862336278,0.028855225071310997,-0.0011643347097560763,0.0,0.32,30
