t,t_wall,ax,ay,gravity,gx,gy,psi_dot,delta_dot,speed_kmh,steer_norm,SWA_deg,direction,R_meas_m
52.49935316108167,1781614572.209502,1.9156066179275513,0.008184300735592842,9.839553833007812,-8.798672752163839e-06,-0.001354187959805131,-0.0003802011488005519,8.861581851558775,20,0.08861581851558775,3.367401103592335,left,
52.509353160858154,1781614572.2190056,1.7894999980926514,0.088022880256176,9.874210357666016,0.0007964096730574965,-0.0008618674473837018,-0.00014978749095462263,0.0,20,0.08861581851558775,3.367401103592335,left,
52.51935316063464,1781614572.2285178,1.760920524597168,0.22064390778541565,9.871538162231445,0.0030808094888925552,-0.0003357179812155664,0.0010231329360976815,0.0,20,0.08861581851558775,3.367401103592335,left,
52.52935316041112,1781614572.2385418,1.7373161315917969,0.09723010659217834,9.864753723144531,0.004081202205270529,0.00019015955331269652,0.0022033744025975466,0.0,20,0.08861581851558775,3.367401103592335,left,
52.5393531601876,1781614572.251071,1.7145171165466309,0.061346229165792465,9.857678413391113,0.004477023612707853,0.0007029888220131397,0.003150342730805278,0.0,20,0.08861581851558775,3.367401103592335,left,
52.549353159964085,1781614572.264597,1.6917247772216797,0.053352270275354385,9.850494384765625,0.004517730791121721,0.0011930193286389112,0.003866097889840603,0.0,20,0.08861581851558775,3.367401103592335,left,
52.55935315974057,1781614572.27711,1.6691738367080688,0.049034979194402695,9.84345817565918,0.0043246024288237095,0.001653189305216074,0.004398333840072155,0.0,20,0.08861581851558775,3.367401103592335,left,
52.56935315951705,1781614572.286635,1.647865891456604,0.046721119433641434,9.836877822875977,0.0039731780998408794,0.0020787653047591448,0.004793297965079546,0.0,20,0.08861581851558775,3.367401103592335,left,
52.57935315929353,1781614572.2971406,1.6256141662597656,0.06615310907363892,9.830957412719727,0.0036005396395921707,0.002466671634465456,0.004986398387700319,0.0,20,0.08861581851558775,3.367401103592335,left,
52.589353159070015,1781614572.3101773,1.6038792133331299,0.03275565803050995,9.825737953186035,0.0029984416905790567,0.002815790707245469,0.005275264382362366,0.0,20,0.08861581851558775,3.367401103592335,left,
52.5993531588465,1781614572.3207026,1.5841796398162842,0.05105480179190636,9.8214750289917,0.0024658413603901863,0.003125649644061923,0.005417406093329191,0.0,20,0.08861581851558775,3.367401103592335,left,
52.60935315862298,1781614572.330216,1.561861276626587,0.048262424767017365,9.818069458007812,0.001900086528621614,0.0033968656789511442,0.005542600527405739,0.0,20,0.08861581851558775,3.367401103592335,left,
52.61935315839946,1781614572.339233,1.5424981117248535,0.040851522237062454,9.815545082092285,0.001299747615121305,0.0036308085545897484,0.005644405726343393,0.0,20,0.08861581851558775,3.367401103592335,left,
52.629353158175945,1781614572.3487463,1.521983027458191,0.04191881790757179,9.813920974731445,0.000740597490221262,0.0038292566314339638,0.00574450520798564,0.0,20,0.08861581851558775,3.367401103592335,left,
52.63935315795243,1781614572.360281,1.5015177726745605,0.04194970801472664,9.813070297241211,0.00022947261459194124,0.003994038328528404,0.005842919461429119,0.0,20,0.08861581851558775,3.367401103592335,left,
52.64935315772891,1781614572.3706307,1.482567548751831,0.04023047909140587,9.812906265258789,-0.00022904924117028713,0.004127293825149536,0.005939669441431761,0.0,20,0.08861581851558775,3.367401103592335,left,
52.65935315750539,1781614572.3821435,1.46233069896698,0.04151587933301926,9.813369750976562,-0.0006321867113001645,0.004231103230267763,0.006034602876752615,0.0,20,0.08861581851558775,3.367401103592335,left,
52.669353157281876,1781614572.3936613,1.4436039924621582,0.041008856147527695,9.814322471618652,-0.0009785154834389687,0.0043076928704977036,0.006127629429101944,0.0,20,0.08861581851558775,3.367401103592335,left,
52.67935315705836,1781614572.4031754,1.424353837966919,0.04194161295890808,9.815689086914062,-0.0012684339890256524,0.004358997102826834,0.0062186336144804955,0.0,20,0.08861581851558775,3.367401103592335,left,
52.68935315683484,1781614572.4137018,1.4059557914733887,0.04020262509584427,9.817400932312012,-0.001503262436017394,0.004387244116514921,0.006307512056082487,0.0,20,0.08861581851558775,3.367401103592335,left,
52.69935315661132,1781614572.4262064,1.3871214389801025,0.03775398060679436,9.819281578063965,-0.0017280880128964782,0.00439415592700243,0.006378284655511379,0.0,20,0.08861581851558775,3.367401103592335,left,
52.709353156387806,1781614572.4372687,1.3692084550857544,0.03616517782211304,9.821351051330566,-0.0018949941731989384,0.004381590988487005,0.006447461899369955,0.0,20,0.08861581851558775,3.367401103592335,left,
52.71935315616429,1781614572.4467938,1.3513007164001465,0.05727625638246536,9.823485374450684,-0.0019101948710158467,0.004351235926151276,0.006394387222826481,0.0,20,0.08861581851558775,3.367401103592335,left,
52.72935315594077,1781614572.4563181,1.3337079286575317,0.034245364367961884,9.825552940368652,-0.0020041950047016144,0.004304887726902962,0.00645418930798769,0.0,20,0.08861581851558775,3.367401103592335,left,
52.739353155717254,1781614572.4648316,1.3157578706741333,0.034293562173843384,9.827613830566406,-0.0020492197945713997,0.0042441124096512794,0.006513049826025963,0.0,20,0.08861581851558775,3.367401103592335,left,
52.749353155493736,1781614572.4753575,1.2984617948532104,0.0339253731071949,9.829577445983887,-0.0020518361125141382,0.004170714411884546,0.006570531986653805,0.0,20,0.08861581851558775,3.367401103592335,left,
52.75935315527022,1781614572.48687,1.2806971073150635,0.0331692136824131,9.831709861755371,-0.0020182980224490166,0.004090576432645321,0.00662637734785676,0.0,20,0.08861581851558775,3.367401103592335,left,
52.7693531550467,1781614572.4973886,1.2627222537994385,0.03257517144083977,9.833507537841797,-0.00195395783521235,0.004003921523690224,0.006680570542812347,0.0,20,0.08861581851558775,3.367401103592335,left,
52.779353154823184,1781614572.5066867,1.2443125247955322,0.033475056290626526,9.8350191116333,-0.001864078687503934,0.003911127801984549,0.006733084097504616,0.0,20,0.08861581851558775,3.367401103592335,left,
52.78935315459967,1781614572.5187125,1.2277047634124756,0.03132379800081253,9.836241722106934,-0.001753474585711956,0.0038126911967992783,0.006784053519368172,0.0,20,0.08861581851558775,3.367401103592335,left,
52.79935315437615,1781614572.5302374,1.2104029655456543,0.053023144602775574,9.83718490600586,-0.0015326152788475156,0.0037089288234710693,0.006719280034303665,0.0,20,0.08861581851558775,3.367401103592335,left,
52.80935315415263,1781614572.5422568,1.1935631036758423,0.02963724546134472,9.83781909942627,-0.0014206062769517303,0.003600980853661895,0.006762980949133635,0.0,20,0.08861581851558775,3.367401103592335,left,
52.819353153929114,1781614572.5527692,1.1770364046096802,0.029650500044226646,9.838244438171387,-0.0012947878567501903,0.003489393973723054,0.006807181052863598,0.0,20,0.08861581851558775,3.367401103592335,left,
52.8293531537056,1781614572.5632856,1.160797357559204,0.029570937156677246,9.83847427368164,-0.0011602030135691166,0.003375198459252715,0.006851705256849527,0.0,20,0.08861581851558775,3.367401103592335,left,
52.83935315348208,1781614572.57279,1.1451082229614258,0.02812526561319828,9.838518142700195,-0.0010208679595962167,0.0032592564821243286,0.006896484177559614,0.0,20,0.08861581851558775,3.367401103592335,left,
52.84935315325856,1781614572.5823185,1.1286214590072632,0.0295411366969347,9.838399887084961,-0.0008801758522167802,0.0031425151973962784,0.0069416360929608345,0.0,20,0.08861581851558775,3.367401103592335,left,
52.859353153035045,1781614572.5914435,1.1140774488449097,0.028987349942326546,9.838098526000977,-0.0007411729893647134,0.003025891026481986,0.006987199652940035,0.0,20,0.08861581851558775,3.367401103592335,left,
52.86935315281153,1781614572.6019418,1.098395824432373,0.050144098699092865,9.837746620178223,-0.0005118740955367684,0.002910265466198325,0.006918747443705797,0.0,20,0.08861581851558775,3.367401103592335,left,
52.87935315258801,1781614572.611476,1.0833619832992554,0.027273522689938545,9.837153434753418,-0.0004095980548299849,0.002796665532514453,0.006960706319659948,0.0,20,0.08861581851558775,3.367401103592335,left,
52.88935315236449,1781614572.621989,1.0685908794403076,0.027794547379016876,9.836566925048828,-0.00030928547494113445,0.0026859105564653873,0.007004940416663885,0.0,20,0.08861581851558775,3.367401103592335,left,
52.899353152140975,1781614572.631515,1.0540555715560913,0.028214523568749428,9.835809707641602,-0.00021417562675196677,0.0025782668963074684,0.007051127031445503,0.0,20,0.08861581851558775,3.367401103592335,left,
52.90935315191746,1781614572.6445534,1.0397125482559204,0.02857881411910057,9.835237503051758,-0.00012484632316045463,0.002475741086527705,0.007099042180925608,0.0,20,0.08861581851558775,3.367401103592335,left,
52.91935315169394,1781614572.655066,1.0256870985031128,0.050875451415777206,9.834493637084961,5.874973794561811e-05,0.0023779594339430332,0.007024414837360382,0.0,20,0.08861581851558775,3.367401103592335,left,
